Manager;CIK;Report Date;Value ($000);Shares;Option Type;CUSIP
KICKSTAND VENTURES, LLC.;0002000355;9/30/2025;907;4,866;;67066G104
CORNERSTONE ADVISORS ASSET MANAGEMENT, LLC;0002044324;9/30/2025;906;4,859;;67066G104
Dakota Community Bank & Trust NA;0001950556;9/30/2025;906;4,859;;67066G104
McGrath & Associates, Inc.;0002054701;9/30/2025;906;4,858;;67066G104
AdvisorShares Investments LLC;0001425930;9/30/2025;904;4,848;;67066G104
Fairman Group, LLC;0002016719;9/30/2025;902;4,839;;67066G104
Graney & King, LLC;0002051568;9/30/2025;896;4,805;;67066G104
TPG Financial Advisors, LLC;0001706669;9/30/2025;896;4,804;;67066G104
Apex Wealth Management, LLC;0002056695;9/30/2025;892;4,782;;67066G104
Hughes Financial Services, LLC;0002054465;9/30/2025;948;4,764;;67066G104
PEOPLES FINANCIAL SERVICES CORP.;0001056943;9/30/2025;887;4,757;;67066G104
Grant Street Asset Management, Inc.;0001740642;9/30/2025;881;4,726;;67066G104
Level Financial Advisors;0001871734;9/30/2025;880;4,721;;67066G104
Sollinda Capital Management LLC;0002012034;9/30/2025;879;4,711;;67066G104
Murphy Pohlad Asset Management LLC;0001569148;9/30/2025;878;4,710;;67066G104
HARBOR ADVISORY CORP /MA/;0001100710;9/30/2025;878;4,710;;67066G104
GREENWOOD CAPITAL ASSOCIATES LLC;0001161822;9/30/2025;877;4,705;;67066G104
Cornerstone Management, Inc.;0001587867;9/30/2025;876;4,700;;67066G104
Main Line Retirement Advisors, LLC;0001809416;9/30/2025;876;4,697;;67066G104
Kelly Financial Services LLC;0002023336;9/30/2025;874;4,686;;67066G104
SILVER OAK WEALTH ADVISORS SERVICES, LLC;0002060368;9/30/2025;873;4,680;;67066G104
Lakeshore Financial Planning, Inc.;0002000571;9/30/2025;872;4,674;;67066G104
TILIA FIDUCIARY PARTNERS, INC.;0001910210;9/30/2025;871;4,669;;67066G104
Farrell Financial LLC;0002031235;9/30/2025;870;4,667;;67066G104
Cardinal Strategic Wealth Guidance;0001801989;9/30/2025;869;4,660;;67066G104
Forthright Family Wealth Advisory LLC;0002008648;9/30/2025;869;4,658;;67066G104
Serenus Wealth Advisors, LLC;0002053695;9/30/2025;867;4,649;;67066G104
OPTIMA CAPITAL LLC;0002070972;9/30/2025;866;4,641;;67066G104
VISION FINANCIAL MARKETS LLC;0001378145;9/30/2025;865;4,640;;67066G104
Town & Country Bank & Trust CO dba First Bankers Trust CO;0001327944;9/30/2025;864;4,634;;67066G104
O'Brien Greene & Co. Inc;0001768635;9/30/2025;863;4,630;;67066G104
tru Independence LLC;0001785445;9/30/2025;861;4,617;;67066G104
Hurley Capital, LLC;0001632844;9/30/2025;861;4,616;;67066G104
Swan Global Investments, LLC;0001591505;9/30/2025;860;4,612;;67066G104
MANGROVE PARTNERS IM, LLC;0001535392;9/30/2025;860;4,612;;67066G104
SMITH CHAS P & ASSOCIATES PA CPAS;0001082509;9/30/2025;860;4,610;;67066G104
Long Island Wealth Management, Inc.;0002011177;9/30/2025;859;4,605;;67066G104
Resolute Advisors LLC;0001800217;9/30/2025;859;4,604;;67066G104
BOSUN ASSET MANAGEMENT, LLC;0001794972;9/30/2025;858;4,600;;67066G104
Stephens Investment Management Group LLC;0001314440;9/30/2025;857;4,595;;67066G104
Raab & Moskowitz Asset Management LLC;0001616664;9/30/2025;856;4,593;;67066G104
DEFINED WEALTH MANAGEMENT, LLC;0001849518;9/30/2025;855;4,585;;67066G104
Athena Investment Management;0001921093;9/30/2025;855;4,584;;67066G104
INVESTORS ASSET MANAGEMENT OF GEORGIA INC /GA/ /ADV;0000867926;9/30/2025;855;4,584;;67066G104
Wynn Capital, LLC;0002009900;9/30/2025;854;4,581;;67066G104
Capital Planning LLC;0001790688;9/30/2025;853;4,572;;67066G104
Hummer Financial Advisory Services Inc;0001802279;9/30/2025;852;4,570;;67066G104
AIFG Consultants Ltd.;0001988547;9/30/2025;852;4,568;;67066G104
Seneca House Advisors;0001731359;9/30/2025;851;4,566;;67066G104
DKM Wealth Management, Inc.;0002055833;9/30/2025;851;4,564;;67066G104
SpringVest Wealth Management LLC;0002058986;9/30/2025;851;4,562;;67066G104
Friday Financial;0002048792;9/30/2025;851;4,562;;67066G104
Sound Financial Strategies Group, LLC;0001800620;9/30/2025;850;4,561;;67066G104
Trevian Wealth Management LLC;0001901929;9/30/2025;850;4,560;;67066G104
ORG Wealth Partners, LLC;0002032602;9/30/2025;850;4,557;;67066G104
Alpha Wealth Funds, LLC;0002059327;9/30/2025;848;4,548;;67066G104
Davis Capital Management;0001811806;9/30/2025;846;4,535;;67066G104
May Barnhard Investments LLC;0002052759;9/30/2025;845;4,533;;67066G104
Paragon Capital Management Ltd;0001569765;9/30/2025;844;4,527;;67066G104
Madison Park Capital Advisors, LLC;0001993022;9/30/2025;843;4,523;;67066G104
James Reed Financial Services, Inc.;0001911052;9/30/2025;843;4,521;;67066G104
Loudon Investment Management, LLC;0001597089;9/30/2025;843;4,519;;67066G104
Cadence Wealth Management LLC;0001845250;9/30/2025;841;4,509;;67066G104
Stanich Group LLC;0002023324;9/30/2025;840;4,505;;67066G104
Illumine Investment Management, LLC;0002052970;9/30/2025;839;4,501;;67066G104
Kestra Advisory Services, LLC;0001830819;9/30/2025;839;4,500;call;67066G104
Brueske Advisory Services, LLC;0001879492;9/30/2025;838;4,495;;67066G104
Skyline Advisors, Inc.;0001843832;9/30/2025;837;4,490;;67066G104
NEW VERNON INVESTMENT MANAGEMENT LLC;0001500605;9/30/2025;836;4,484;;67066G104
Spectrum Investment Advisors, Inc.;0001856042;9/30/2025;833;4,467;;67066G104
Tuttle Capital Management, LLC;0001581641;9/30/2025;833;4,466;;67066G104
Bay Harbor Wealth Management, LLC;0001767989;9/30/2025;832;4,459;;67066G104
FOREFRONT WEALTH MANAGEMENT INC.;0001904828;9/30/2025;829;4,447;;67066G104
Hudson Capital Management LLC;0001727342;9/30/2025;828;4,440;;67066G104
Aspect Partners, LLC;0001985284;9/30/2025;828;4,439;;67066G104
Financial Advisors, LLC;0001766909;9/30/2025;826;4,427;;67066G104
ARQ WEALTH ADVISORS, LLC;0001811827;9/30/2025;824;4,418;;67066G104
Kropog Financial Group, LLC;0002084205;9/30/2025;823;4,414;;67066G104
BEACON INVESTMENT ADVISORS LLC;0001961635;9/30/2025;821;4,402;;67066G104
Concurrent Investment Advisors, LLC;0002001015;9/30/2025;820;4,400;put;67066G104
Miller Financial Services LLC;0002022893;9/30/2025;820;4,396;;67066G104
Boston Partners;0001386060;9/30/2025;818;4,386;;67066G104
Clear Point Advisors Inc.;0002010474;9/30/2025;816;4,374;;67066G104
Innovator Capital Management, LLC;0001708237;9/30/2025;815;4,372;;67066G104
TWIN CITY PRIVATE WEALTH, LLC;0002021982;9/30/2025;813;4,362;;67066G104
INSPIRE TRUST CO, N.A.;0001993352;9/30/2025;812;4,357;;67066G104
Van Cleef Asset Management,Inc;0001482935;9/30/2025;812;4,357;;67066G104
BANQUE PICTET & CIE SA;0001535602;9/30/2025;812;4,352;put;67066G104
TABLEAUX LLC;0002060663;9/30/2025;809;4,338;;67066G104
Tandem Financial, LLC;0002049157;9/30/2025;807;4,327;;67066G104
Lauer Wealth, LLC;0001860063;9/30/2025;776;4,320;;67066G104
Berry Wealth Group, LP;0002008410;9/30/2025;805;4,319;;67066G104
Moody Aldrich Partners LLC;0000936941;9/30/2025;805;4,317;;67066G104
ISLAY CAPITAL MANAGEMENT, LLC;0001738560;9/30/2025;804;4,310;;67066G104
Aventus Investment Advisors, Inc.;0002093055;9/30/2025;803;4,307;;67066G104
LOUISBOURG INVESTMENTS INC.;0002053050;9/30/2025;803;4,305;;67066G104
Crystal Rock Capital Management;0001510668;9/30/2025;802;4,300;;67066G104
Michels Family Financial, LLC;0002053733;9/30/2025;800;4,291;;67066G104
Econ Financial Services Corp;0001659718;9/30/2025;800;4,289;;67066G104
Fortis Group Advisors, LLC;0001815183;9/30/2025;799;4,287;;67066G104
Baugh & Associates, LLC;0001730818;9/30/2025;280;4,287;;67066G104
SMI Advisory Services, LLC;0001609008;9/30/2025;803;4,280;;67066G104
Crestmont Private Wealth LLC;0001873372;9/30/2025;797;4,276;;67066G104
Cedar Mountain Advisors, LLC;0001798986;9/30/2025;794;4,256;;67066G104
OLIO Financial Planning;0001906766;9/30/2025;793;4,255;;67066G104
Willow Creek Wealth Management Inc.;0001632407;9/30/2025;793;4,255;;67066G104
Next Level Private LLC;0001910366;9/30/2025;788;4,251;;67066G104
HERITAGE OAK WEALTH ADVISORS LLC;0002035533;9/30/2025;789;4,234;;67066G104
AWM CAPITAL, LLC;0001806820;9/30/2025;788;4,225;;67066G104
Future Financial Wealth Managment LLC;0001801892;9/30/2025;788;4,225;;67066G104
FSA Wealth Management LLC;0001804256;9/30/2025;786;4,215;;67066G104
OFC FINANCIAL PLANNING, LLC;0002052590;9/30/2025;785;4,208;;67066G104
Collaborative Wealth Managment Inc.;0001896419;9/30/2025;784;4,205;;67066G104
WEALTHCARE CAPITAL MANAGEMENT LLC;0001516450;9/30/2025;782;4,195;;67066G104
White Lighthouse Investment Management Inc.;0001727593;9/30/2025;780;4,183;;67066G104
DOPKINS WEALTH MANAGEMENT, LLC;0001904152;9/30/2025;780;4,181;;67066G104
Chicago Wealth Management, Inc.;0001592178;9/30/2025;778;4,173;;67066G104
Retirement Wealth Solutions LLC;0002044741;9/30/2025;777;4,166;;67066G104
Sprinkle Financial Consultants LLC;0002011593;9/30/2025;775;4,156;;67066G104
Marathon Trading Investment Management LLC;0001572748;9/30/2025;773;4,145;;67066G104
Capstone Wealth Management, LLC;0002019411;9/30/2025;771;4,135;;67066G104
Clearview Wealth Advisors LLC;0001840306;9/30/2025;771;4,134;;67066G104
Golden Reserve Retirement LLC;0002066488;9/30/2025;808;4,129;;67066G104
FWG Investments, LLC.;0001944877;9/30/2025;767;4,114;;67066G104
Family Investment Center, Inc.;0001897700;9/30/2025;765;4,100;;67066G104
Beacon Harbor Wealth Advisors, Inc.;0001784093;9/30/2025;764;4,098;;67066G104
Intrinsic Value Partners, LLC;0001910364;9/30/2025;764;4,095;;67066G104
Capasso Planning Partners LLC;0001911938;9/30/2025;761;4,082;;67066G104
MJT & Associates Financial Advisory Group, Inc.;0002065777;9/30/2025;761;4,080;;67066G104
GUIDANCE CAPITAL, INC;0001958743;9/30/2025;759;4,078;;67066G104
Cape Investment Advisory, Inc.;0001944437;9/30/2025;758;4,063;;67066G104
Advanced Asset Management Advisors Inc;0001075444;9/30/2025;757;4,061;;67066G104
ORBA Wealth Advisors, L.L.C.;0002010248;9/30/2025;757;4,061;;67066G104
Vawter Financial, Ltd.;0001974403;9/30/2025;752;4,035;;67066G104
KOM Wealth Management Group, LLC;0001804116;9/30/2025;752;4,032;;67066G104
Kelman-Lazarov, Inc.;0001672067;9/30/2025;751;4,029;;67066G104
Firestone Capital Management;0001799964;9/30/2025;748;4,012;;67066G104
Taylor Financial Group, Inc.;0002012516;9/30/2025;748;4,011;;67066G104
Gray Private Wealth, LLC;0001928877;9/30/2025;748;4,009;;67066G104
St. Louis Trust Co;0001661144;9/30/2025;746;4,002;;67066G104
Raiffeisen Bank International AG;0002044885;9/30/2025;746;4,000;call;67066G104
XY Capital Ltd;0001933132;9/30/2025;746;4,000;put;67066G104
K2 PRINCIPAL FUND, L.P.;0001461790;9/30/2025;746;4,000;;67066G104
Shared Vision Wealth Group LLC;0002008178;9/30/2025;719;3,990;;67066G104
Prism Advisors, Inc.;0001717027;9/30/2025;743;3,984;;67066G104
Ameraudi Asset Management, Inc.;0001772954;9/30/2025;742;3,980;;67066G104
SWAN Capital LLC;0001952722;9/30/2025;741;3,976;;67066G104
Santori & Peters, Inc.;0001730959;9/30/2025;738;3,960;;67066G104
Bare Financial Services, Inc;0002009426;9/30/2025;738;3,959;;67066G104
Financial Network Wealth Advisors LLC;0002012031;9/30/2025;738;3,958;;67066G104
CAPITAL COUNSEL LLC/NY;0001114928;9/30/2025;736;3,950;;67066G104
SEARCY FINANCIAL SERVICES INC /ADV;0000354923;9/30/2025;736;3,947;;67066G104
CYPRESS FINANCIAL PLANNING LLC;0001937021;9/30/2025;735;3,940;;67066G104
DEFINE FINANCIAL, LLC;0002021320;9/30/2025;733;3,931;;67066G104
Barton Investment Management;0001387818;9/30/2025;731;3,920;;67066G104
Sensible Money, LLC;0001965229;9/30/2025;730;3,918;;67066G104
PRESILIUM PRIVATE WEALTH, LLC;0001939831;9/30/2025;729;3,908;;67066G104
New Jersey Better Educational Savings Trust;0001482010;9/30/2025;729;3,908;;67066G104
Wills Financial Group LLC;0002059579;9/30/2025;728;3,905;;67066G104
Jordan Park Trust Co LLC;0002051108;9/30/2025;723;3,878;;67066G104
Squire Investment Management Company, LLC;0002031291;9/30/2025;722;3,875;;67066G104
True Link Financial Advisors, LLC;0001846236;9/30/2025;720;3,862;;67066G104
Richwood Investment Advisors, LLC;0001911900;9/30/2025;719;3,856;;67066G104
Sterneck Capital Management, LLC;0001438574;9/30/2025;718;3,853;;67066G104
ODonnell Financial Services, LLC;0001730962;9/30/2025;718;3,852;;67066G104
RED CRANE WEALTH MANAGEMENT, LLC;0001686343;9/30/2025;717;3,845;;67066G104
Capital CS Group, LLC;0001830008;9/30/2025;716;3,840;;67066G104
Farnam Financial LLC;0002080267;9/30/2025;715;3,837;;67066G104
MACROVIEW INVESTMENT MANAGEMENT LLC;0001551727;9/30/2025;713;3,824;;67066G104
IMG Wealth Management, Inc.;0002032103;9/30/2025;712;3,820;;67066G104
Higgins & Schmidt Wealth Strategies LLC;0001941260;9/30/2025;712;3,819;;67066G104
HOWARD WEALTH MANAGEMENT, LLC;0001766286;9/30/2025;710;3,808;;67066G104
Hurlow Wealth Management Group, Inc.;0001747749;9/30/2025;710;3,807;;67066G104
CAUSEWAY CAPITAL MANAGEMENT LLC;0001165797;9/30/2025;709;3,805;;67066G104
PFS Partners, LLC;0002002654;9/30/2025;709;3,802;;67066G104
United Financial Planning Group LLC;0002088337;9/30/2025;708;3,796;;67066G104
Wernau Asset Management Inc.;0002053236;9/30/2025;703;3,769;;67066G104
KELLY FINANCIAL GROUP LLC;0001128066;9/30/2025;702;3,767;;67066G104
MYECFO, LLC;0001986457;9/30/2025;702;3,766;;67066G104
Constant Guidance Financial LLC;0001995383;9/30/2025;701;3,761;;67066G104
Seneca Financial Advisors LLC;0002082922;9/30/2025;701;3,758;;67066G104
BANYAN CAPITAL MANAGEMENT, INC.;0000846600;9/30/2025;700;3,754;;67066G104
Strid Group, LLC;0001625800;9/30/2025;700;3,752;;67066G104
Boulder Wealth Advisors, LLC;0001874080;9/30/2025;698;3,746;;67066G104
LongView Asset Management LLC;0002053960;9/30/2025;698;3,743;;67066G104
Constellation Investimentos e Participacoes Ltda;0001893840;9/30/2025;697;3,740;;67066G104
CROSSPOINT FINANCIAL, LLC;0001927769;9/30/2025;697;3,737;;67066G104
Sincerus Advisory, LLC;0002050968;9/30/2025;694;3,721;;67066G104
NavPoint Financial, Inc.;0002009813;9/30/2025;693;3,719;;67066G104
New England Professional Planning Group Inc.;0001540867;9/30/2025;693;3,719;;67066G104
Dynamic Financial Group;0002061178;9/30/2025;692;3,712;;67066G104
Morton Brown Family Wealth, LLC;0001909851;9/30/2025;690;3,703;;67066G104
Quarry LP;0001965207;9/30/2025;690;3,702;;67066G104
XY Capital Ltd;0001933132;9/30/2025;690;3,700;call;67066G104
Exeter Financial, LLC;0001752045;9/30/2025;689;3,697;;67066G104
Barry Investment Advisors, LLC;0001631639;9/30/2025;688;3,692;;67066G104
Fourth Dimension Wealth, LLC;0002056691;9/30/2025;687;3,685;;67066G104
MCRAE CAPITAL MANAGEMENT INC;0000320376;9/30/2025;686;3,680;;67066G104
CONDOR CAPITAL MANAGEMENT;0001082491;9/30/2025;684;3,667;;67066G104
RETIREMENT FINANCIAL SOLUTIONS, LLC;0001962532;9/30/2025;683;3,664;;67066G104
HORIZON FINANCIAL SERVICES, LLC;0001674020;9/30/2025;682;3,660;;67066G104
Reyes Financial Architecture, Inc.;0002047201;9/30/2025;681;3,654;;67066G104
My Personal CFO, LLC;0001916366;9/30/2025;681;3,653;;67066G104
MORRIS FINANCIAL CONCEPTS, INC.;0001387386;9/30/2025;681;3,653;;67066G104
Foundation Wealth Management, LLC\PA;0002011000;9/30/2025;681;3,653;;67066G104
Legacy Private Trust Co.;0001352547;9/30/2025;681;3,650;;67066G104
Financial Connections Group, Inc.;0001907157;9/30/2025;680;3,649;;67066G104
Chris Bulman Inc;0002032404;9/30/2025;679;3,640;;67066G104
FSA Investment Group, LLC;0002051584;9/30/2025;679;3,630;;67066G104
AXQ CAPITAL, LP;0001916908;9/30/2025;677;3,629;;67066G104
True Vision MN LLC;0002013460;9/30/2025;676;3,628;;67066G104
CJM Wealth Advisers, Ltd.;0001992748;9/30/2025;676;3,628;;67066G104
Samalin Investment Counsel, LLC;0001544366;9/30/2025;671;3,600;put;67066G104
Landmark Wealth Management, LLC;0001728778;9/30/2025;670;3,596;;67066G104
Ridgeline Wealth Planning, LLC;0002013788;9/30/2025;670;3,592;;67066G104
Axim Planning & Wealth;0001950607;9/30/2025;669;3,587;;67066G104
CONTINUUM WEALTH ADVISORS, LLC;0001966482;9/30/2025;667;3,578;;67066G104
HTG Investment Advisors, Inc.;0001963875;9/30/2025;665;3,568;;67066G104
New England Capital Financial Advisors LLC;0001964652;9/30/2025;662;3,550;;67066G104
Parkwoods Wealth Partners, LLC;0002042772;9/30/2025;658;3,529;;67066G104
George Kaiser Family Foundation;0001265376;9/30/2025;658;3,527;;67066G104
Prescott Group Capital Management, L.L.C.;0001166152;9/30/2025;658;3,527;;67066G104
Latko Wealth Management, Ltd.;0001937769;9/30/2025;658;3,527;;67066G104
Bramshill Investments, LLC;0001619899;9/30/2025;653;3,500;;67066G104
Argyle Capital Management, LLC;0001321194;9/30/2025;653;3,500;;67066G104
CHARTER RESEARCH & INVESTMENT GROUP, INC.;0001666624;9/30/2025;651;3,490;;67066G104
RMR Capital Management, LLC;0002032709;9/30/2025;650;3,487;;67066G104
Keystone Financial Group, Inc.;0002053642;9/30/2025;649;3,481;;67066G104
A. D. Beadell Investment Counsel, Inc.;0001569102;9/30/2025;649;3,480;;67066G104
Ritter Daniher Financial Advisory LLC / DE;0001936603;9/30/2025;647;3,472;;67066G104
REDW Wealth LLC;0001688931;9/30/2025;647;3,471;;67066G104
NOTTINGHAM ADVISORS, INC.;0001093276;9/30/2025;646;3,465;;67066G104
Lion Street Advisors, LLC;0001801991;9/30/2025;882;3,452;;67066G104
STEPHEN J. GARRY & ASSOCIATES, LLC;0002056402;9/30/2025;643;3,450;;67066G104
CLARIS ADVISORS, LLC / MO /;0001905092;9/30/2025;543;3,441;;67066G104
Financial Strategies Group, Inc.;0001774343;9/30/2025;708;3,425;;67066G104
Omega Financial Group, LLC;0001767982;9/30/2025;634;3,401;;67066G104
RITHOLTZ WEALTH MANAGEMENT;0001698218;9/30/2025;369;3,400;call;67066G104
Dodge & Cox;0000200217;9/30/2025;634;3,400;;67066G104
Bryce Point Capital, LLC;0002019492;9/30/2025;633;3,397;;67066G104
BHK Investment Advisors, LLC;0001710539;9/30/2025;633;3,397;;67066G104
Peterson Wealth Advisors, LLC;0001713558;9/30/2025;626;3,388;;67066G104
Westbourne Investment Advisors, Inc.;0001650092;9/30/2025;631;3,383;;67066G104
DecisionPoint Financial, LLC;0001938514;9/30/2025;633;3,383;;67066G104
OKABENA INVESTMENT SERVICES INC;0001157519;9/30/2025;630;3,378;;67066G104
Oliver Luxxe Assets LLC;0001666239;9/30/2025;629;3,376;;67066G104
MRWM Advisors, LLC;0001732949;9/30/2025;627;3,361;;67066G104
Red Tortoise LLC;0001910488;9/30/2025;624;3,349;;67066G104
Guidance Point Advisors, LLC;0001767710;9/30/2025;624;3,344;;67066G104
Schwallier Wealth Management LLC;0001934951;9/30/2025;623;3,343;;67066G104
Jackson Creek Investment Advisors LLC;0001831003;9/30/2025;623;3,341;;67066G104
CORRADO ADVISORS, LLC;0001482611;9/30/2025;623;3,340;;67066G104
Human Investing LLC;0001767513;9/30/2025;622;3,339;;67066G104
BCR Wealth Strategies, LLC;0001908380;9/30/2025;622;3,338;;67066G104
Peoples Bank/KS;0001998269;9/30/2025;621;3,333;;67066G104
McAlister, Sweet & Associates, Inc.;0001774087;9/30/2025;621;3,332;;67066G104
TORTOISE CAPITAL ADVISORS, L.L.C.;0001280965;9/30/2025;620;3,324;;67066G104
ALBERT D MASON INC;0001169318;9/30/2025;620;3,324;;67066G104
LFA - Lugano Financial Advisors SA;0001737871;9/30/2025;619;3,321;;67066G104
Fingerlakes Wealth Management, Inc.;0001910248;9/30/2025;618;3,313;;67066G104
Nicholson Wealth Management Group, LLC;0002035982;9/30/2025;617;3,311;;67066G104
Piscataqua Savings Bank;0001855835;9/30/2025;617;3,310;;67066G104
Hibernia Wealth Partners, LLC;0001950637;9/30/2025;600;3,309;;67066G104
EHRLICH FINANCIAL GROUP;0002010632;9/30/2025;616;3,305;;67066G104
OmniStar Financial Group, Inc.;0001698777;9/30/2025;616;3,303;;67066G104
BANQUE PICTET & CIE SA;0001535602;9/30/2025;615;3,300;put;67066G104
Advisor Resource Council;0001820879;9/30/2025;615;3,300;;67066G104
CERTIOR FINANCIAL GROUP, LLC;0002055620;9/30/2025;615;3,298;;67066G104
Brown Financial Advisory;0001843853;9/30/2025;615;3,298;;67066G104
Fortune Financial Advisors, LLC;0001961828;9/30/2025;612;3,284;;67066G104
Aull & Monroe Investment Management Corp;0001387615;9/30/2025;612;3,282;;67066G104
Dynamic Wealth Strategies, LLC;0001812853;9/30/2025;610;3,271;;67066G104
Flywheel Private Wealth LLC;0002029680;9/30/2025;609;3,265;;67066G104
PRUDENT INVESTORS NETWORK, INC.;0001766005;9/30/2025;608;3,261;;67066G104
Black Swift Group, LLC;0001704212;9/30/2025;606;3,250;;67066G104
BUCKHEAD CAPITAL MANAGEMENT LLC;0001133999;9/30/2025;606;3,248;;67066G104
Alpha Advisors, LLC/VA;0002095967;9/30/2025;605;3,246;;67066G104
Financial Gravity Asset Management, Inc.;0001741736;9/30/2025;603;3,236;;67066G104
Capital Wealth Alliance, LLC;0001803277;9/30/2025;602;3,229;;67066G104
ASSET PLANNING CORPORATION;0000007773;9/30/2025;601;3,223;;67066G104
Mittelman Wealth Management;0002021464;9/30/2025;600;3,218;;67066G104
WIN ADVISORS, INC;0001897144;9/30/2025;598;3,210;;67066G104
